ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
2120 Twin Mill Ln,Oakton,22124,TWINMILL,2021-11-16,November,1020000,4,3.0,3800,41589,268,Yes,16.0,1976,45,44,38.9139473,-77.3240517
12013 Hamden Ct,Oakton,22124,VALEWOOD MANOR,2021-03-04,March,820000,4,2.5,2650,20058,309,No,0.0,1972,49,301,38.883883000000004,-77.3609979
10610 Vale Rd,Oakton,22124,OAKTON,2021-11-01,November,3575000,6,9.0,10883,91528,328,No,0.0,2006,15,59,38.9057575,-77.3123844
11003 Devenish Dr,Oakton,22124,CINNAMON RIDGE,2021-08-03,August,1000000,5,3.5,3482,28924,287,No,0.0,1976,45,149,38.887092100000004,-77.3265421
10721 Vale Rd,Oakton,22124,DIFFICULT,2021-11-30,November,835000,4,3.0,3489,60418,239,No,0.0,1951,70,30,38.904794200000005,-77.3162213
3700 Waples Crest Ct,Oakton,22124,WAPLES CREST,2021-05-07,May,1600000,6,5.0,6550,100127,244,No,0.0,2000,21,237,38.87299,-77.35124090000001
11709 Vale Rd,Oakton,22124,FOXVALE,2021-04-30,April,770000,4,3.5,1928,41792,399,No,0.0,1969,52,244,38.889878100000004,-77.3504559
11210 Vale Rd,Oakton,22124,CLARKES LANDING,2021-04-19,April,972000,4,3.5,4230,43020,230,No,0.0,1977,44,255,38.9011784,-77.3348429
3113 Fox Mill Rd,Oakton,22124,VALE PARK,2021-01-12,January,1280000,5,5.0,5800,35931,221,Yes,10.0,1974,47,352,38.893378399999996,-77.3479436
2824 Center Ridge Dr,Oakton,22124,VALE VALLEY ESTATES,2021-04-01,April,1100000,4,3.5,3715,27615,296,Yes,25.0,1985,36,273,38.8978749,-77.32999709999999
10996 Tradewind Ct,Oakton,22124,WILLOW CREEK ESTATES,2021-04-27,April,2050000,6,6.5,7750,38571,265,Yes,25.0,2017,4,247,38.8834534,-77.3254809
3203 Pommel Ct,Oakton,22124,VALE PARK WEST,2021-03-26,March,970000,4,3.5,2860,26607,339,Yes,6.0,1979,42,279,38.8886302,-77.358127
3103 Saddle Crest Ln,Oakton,22124,FAIRWINDS,2021-01-15,January,1200000,5,5.5,5286,36000,227,Yes,54.0,1994,27,349,38.8956592,-77.3540896
9936 Woodrow St,Vienna,22181,LITTLE VIENNA ESTATES,2021-02-24,February,1810000,5,4.5,6000,21800,302,No,0.0,2020,1,309,38.9060893,-77.2900563
2215 Loch Lomond Dr,Vienna,22181,LAWYERS NORTH,2021-05-04,May,965000,4,2.5,2980,15474,324,Yes,13.0,1969,52,240,38.9065406,-77.2839518
308 Valeview Ct NW,Vienna,22180,EASTBRIAR,2021-05-14,May,956000,4,2.5,2030,10800,471,No,0.0,1968,53,230,38.8987652,-77.28080959999998
3107 Saddle Crest Ln,Oakton,22124,FAIRWINDS,2021-06-11,June,1425000,5,4.5,5560,37503,256,Yes,52.0,1995,26,202,38.8948607,-77.3541345
9935 Bickley Ct,Vienna,22181,EDGEMOORE,2021-04-15,April,1065000,4,4.5,4004,5000,266,Yes,116.0,1998,23,259,38.8771203,-77.2894055
9880 Palace Green Way,Vienna,22181,WILLIAMSBURG COMMONS,2021-02-03,February,1385000,6,6.5,6471,11923,214,Yes,363.0,2007,14,330,38.883034,-77.2840191
2900 Swanee Ln,Fairfax,22031,BRIARWOOD TRACE,2021-03-10,March,1002200,5,5.5,4845,4609,207,Yes,117.0,2004,17,295,38.876479700000004,-77.26339159999999
3413 Burrows Ave,Fairfax,22030,FAIRFAX ACRES,2021-08-03,August,1370000,5,5.0,5047,12041,271,No,0.0,2021,0,149,38.8650516,-77.3125436
3100 Wheatland Farms Ct,Oakton,22124,WHEATLAND FARMS,2021-06-09,June,2050000,5,5.5,6352,42709,323,Yes,46.0,1996,25,204,38.8821682,-77.3230421
2811 Norborne Pl,Oakton,22124,HEARTHSTONE VILLAGE OAKT,2021-03-31,March,1135000,4,4.5,6776,6375,168,Yes,236.0,2004,17,274,38.8833075,-77.30199509999998
2764 Chain Bridge Rd,Vienna,22181,OAKTON GLEN,2021-08-12,August,1430000,4,3.0,2992,22824,478,Yes,24.0,1940,81,140,38.8858916,-77.28826090000001
2103 Twin Mill Ln,Oakton,22124,TWINMILL,2021-07-14,July,1060000,5,3.5,4096,40025,259,No,0.0,1976,45,169,38.9177531,-77.3219652
2314 Stryker Ave,Vienna,22181,LITTLE VIENNA ESTATES,2021-06-07,June,830000,3,2.5,1407,21800,590,No,0.0,1960,61,206,38.906424799999996,-77.29674399999999
2406 Rocky Branch Rd,Vienna,22181,LAKEVALE COURT,2021-06-29,June,1050000,6,3.5,3605,20020,291,Yes,10.0,1972,49,184,38.9014513,-77.2931533
9941 Corsica St,Vienna,22181,SAMUEL WATKINS,2021-05-26,May,1175000,6,3.5,4485,13351,262,No,0.0,1955,66,218,38.902553499999996,-77.2898543
9906 Lindel Ln,Vienna,22181,LAKEVALE ESTATES,2021-07-14,July,1232617,5,3.5,3140,15155,393,Yes,116.0,1967,54,169,38.8977408,-77.2875427
10005 Donal Ln,Vienna,22181,EDGEMOORE,2021-01-11,January,1021500,5,3.5,2894,5137,353,Yes,116.0,1994,27,353,38.879544,-77.29189659999999
2860 Hill Rd,Vienna,22181,OAKCREST,2021-07-30,July,1300000,4,3.5,4625,39295,281,No,0.0,2003,18,153,38.883027399999996,-77.2941632
2847 Hill Rd,Vienna,22181,OAKCREST,2021-06-01,June,820000,3,2.0,1646,26487,498,No,0.0,1949,72,212,38.88435629999999,-77.29364699999999
10111 Oakton Knoll Dr,Oakton,22124,OAKTON KNOLL ESTATES,2021-04-28,April,1285000,5,4.5,4877,13042,263,Yes,46.0,1999,22,246,38.8786188,-77.2955321
9809 Brightlea Dr,Vienna,22181,EDGELEA WOODS,2021-06-16,June,850000,4,2.5,2352,9458,361,Yes,5.0,1977,44,197,38.8809017,-77.2845353
2738 Oakton Park Ct,Vienna,22181,OAKTON PARK,2021-06-11,June,1400000,6,5.5,4520,6774,310,Yes,122.0,2003,18,202,38.8841984,-77.28273979999999
9745 Vale Rd NW,Vienna,22181,NEAR VIENNA,2021-05-19,May,1335000,6,4.5,5460,21780,245,No,0.0,2004,17,225,38.898371399999995,-77.2823358
9932 Clearfield Ave,Vienna,22181,OAK VALLEY ESTATES,2021-07-21,July,1413135,4,3.5,1409,21782,1003,No,0.0,2021,0,162,38.8932844,-77.2897421
3138 Flintlock Rd,Fairfax,22030,MOSBY COLUMBIA,2021-01-19,January,680000,5,3.5,2784,10500,244,No,0.0,1974,47,345,38.8693898,-77.2919863
3141 Cobb Hill Ln,Oakton,22124,VALE PARK WEST,2021-03-09,March,1000000,4,2.5,3836,23217,261,Yes,6.0,1978,43,296,38.8907266,-77.35489709999999
11410 Green Moor Ln,Oakton,22124,HUNT VALLEY ESTATES,2021-06-29,June,1300000,5,4.5,6118,21252,212,No,0.0,1994,27,184,38.9016605,-77.3430759
9619 Whitecedar Ct,Vienna,22181,VIENNA OAKS,2021-06-15,June,1022000,4,3.5,3281,11391,311,No,0.0,1972,49,198,38.8877727,-77.27982209999999
9688 Parkland Meadow Ln #7,Vienna,22181,WILLIAMS MEADOW,2021-05-14,May,1661910,5,5.5,5074,9175,328,Yes,125.0,2021,0,230,38.88334570000001,-77.2787603
1117 Pekay St SW,Vienna,22180,VIENNA WOODS,2021-03-16,March,1575000,6,6.0,6794,12076,232,No,0.0,2020,1,289,38.8805725,-77.25735300000001
2600 Lemontree Ln,Vienna,22181,VIENNA OAKS,2021-06-04,June,1050000,4,3.5,2418,16359,434,No,0.0,1971,50,209,38.890186299999996,-77.2773083
10223 Cedar Pond Dr,Vienna,22182,CEDAR RUN,2021-06-03,June,1181000,5,3.5,5154,40542,229,Yes,17.0,1985,36,210,38.9266109,-77.3034088
2780 Marshall Lake Dr,Oakton,22124,TIMBER LAKE PROPERTY,2021-06-30,June,1645000,6,4.5,6535,36482,252,Yes,175.0,2001,20,183,38.9052372,-77.3419991
10865 Flowerstone St,Oakton,22124,FAIRHUNT ESTATES,2021-07-30,July,1750000,6,5.5,9300,217887,188,Yes,33.0,1999,22,153,38.912366399999996,-77.3213594
3180 Wheatland Farms Dr,Oakton,22124,WHEATLAND FARMS,2021-06-01,June,1400000,5,4.5,6329,57550,221,Yes,42.0,1998,23,212,38.882067799999994,-77.32797790000001
10039 Oakton Dr,Oakton,22124,GRAYS OAKTON,2021-05-28,May,1025000,5,3.5,3654,21780,281,No,0.0,1988,33,216,38.880686700000005,-77.2931533
11120 Tattersall Trl,Oakton,22124,TATTERSALL,2021-08-10,August,912500,5,3.5,3864,21291,236,Yes,4.0,1976,45,142,38.8747135,-77.3290548
11825 Vale Rd,Oakton,22124,FOX VALE,2021-11-02,November,745000,4,2.5,1888,25245,395,Yes,8.0,1977,44,58,38.8874108,-77.3567139
3276 Fox Mill Rd,Oakton,22124,FOXWOOD,2021-09-10,September,780000,4,2.5,2640,22116,295,Yes,5.0,1976,45,111,38.8831234,-77.3394193
3279 History Dr,Oakton,22124,WAPLES MILL ESTATES,2021-06-17,June,1255000,4,4.5,5254,40788,239,Yes,6.0,1987,34,196,38.8776273,-77.3449826
2825 Center Ridge Dr,Oakton,22124,VALE VALLEY ESTATES,2021-09-10,September,946000,4,2.5,3898,32653,243,Yes,25.0,1984,37,111,38.8981328,-77.3290548
9104 Dellwood Dr,Vienna,22180,TOWN AND COUNTRY ESTATES,2021-06-16,June,862000,4,3.0,2180,15370,395,No,0.0,1959,62,197,38.8810795,-77.2612142
9900 Woodrow St,Vienna,22181,LITTLE VIENNA ESTATES,2021-06-30,June,875000,5,3.0,2348,26714,373,No,0.0,1964,57,183,38.906791299999995,-77.2889566
9925 Steeple Run,Vienna,22181,GLENCANNON,2021-03-05,March,1000000,5,4.0,2428,22194,412,Yes,25.0,1972,49,300,38.9096586,-77.28965229999999
10314 Mystic Meadow Way,Oakton,22124,HUNTERBROOKE,2021-06-25,June,1505000,4,4.5,5641,111441,267,Yes,27.0,1994,27,188,38.8838091,-77.3050918
10517 Oak Pl,Fairfax,22030,FAIRFAX ACRES,2021-07-09,July,1150000,6,5.5,5620,23099,205,No,0.0,1954,67,174,38.8644154,-77.31121759999999
2987 Wilson Ave,Oakton,22124,OAKTON HEIGHTS,2021-07-09,July,1557200,5,5.5,6464,41556,241,No,0.0,2015,6,174,38.881169799999995,-77.30615920000001
9900 Chappell Ln,Vienna,22181,OAKTON GROVE,2021-09-20,September,1310000,4,3.5,4196,15491,312,No,0.0,1989,32,101,38.8885585,-77.2876774
9856 Hidden Estates Cv,Vienna,22181,HIDDEN PLACE,2021-10-07,October,1250000,4,3.5,4704,8643,266,No,0.0,1993,28,84,38.883702899999996,-77.286443
3122 Northwood Rd,Fairfax,22031,SHIRLEY PROPERTY,2021-12-23,December,1450000,5,5.0,5620,17078,258,Yes,200.0,2016,5,7,38.8688423,-77.29020609999999
9925 Corsica St,Vienna,22181,OAKTON,2021-09-15,September,1366000,5,4.5,4200,39627,325,No,0.0,1999,22,106,38.9032208,-77.28844040000001
9944-A Corsica St,Vienna,22181,DIV OF THE LAND,2021-07-26,July,1300000,5,4.5,4500,21673,289,No,0.0,2000,21,157,38.902788799999996,-77.2905801
9803 Vale Rd,Vienna,22181,VALEWOODS ESTATES,2021-09-30,September,1125000,4,4.5,4064,20106,277,No,0.0,1968,53,91,38.8980072,-77.2841313
9555 Grand Oaks Ct,Vienna,22181,PINE GLEN,2021-10-12,October,770000,3,2.5,1752,6403,439,Yes,37.0,1935,86,79,38.889484,-77.275315
9854 Palace Green Way,Vienna,22181,WILLIAMSBURG COMMONS,2021-12-17,December,1260000,5,4.5,5688,5040,222,Yes,376.0,2005,16,13,38.8827523,-77.2843782
2601 E Meredith Dr,Vienna,22181,LAKEVALE ESTATES,2021-11-29,November,1030000,5,3.5,3230,16860,319,Yes,116.0,1968,53,31,38.8942068,-77.2920985
2113 Twin Mill Ln,Oakton,22124,TWINMILL,2021-03-25,March,1102000,5,3.5,4550,48854,242,Yes,16.0,1976,45,280,38.9154476,-77.3216286
3385 Hickory Hills Dr,Oakton,22124,HICKORY HILLS THREE,2021-04-16,April,745000,5,3.0,2496,21394,298,No,0.0,1977,44,258,38.886693,-77.3661115
11225 Stamper Ct,Oakton,22124,CLARKES LANDING,2021-01-29,January,825000,5,2.5,1640,27664,503,No,0.0,1974,47,335,38.9013875,-77.3356505
12193 Brecknock St,Oakton,22124,FOX DEN ESTATES,2021-06-15,June,1425000,5,5.5,5028,37289,283,No,0.0,1998,23,198,38.8844174,-77.368444
713 Kingsley Rd SW,Vienna,22180,VIENNA WOODS,2021-08-26,August,1680000,6,6.5,6066,11811,277,No,0.0,2021,0,126,38.884285999999996,-77.267881
9702 Decree Ln,Vienna,22181,BARRISTERS PLACE,2021-08-23,August,799000,5,2.5,2200,15532,363,Yes,8.0,1969,52,129,38.908976,-77.27982209999999
11108 Lochinver Ln,Oakton,22124,CINNAMON RIDGE,2021-08-26,August,1152000,5,3.5,3307,21731,348,No,0.0,1978,43,126,38.8840763,-77.3292567
10300 Lewis Knolls Dr,Oakton,22124,OAKCREST FARMS,2021-09-07,September,1125000,5,3.5,3854,13221,292,Yes,9.0,1987,34,114,38.8893092,-77.30105259999999
2479 Oakton Hills Dr,Oakton,22124,OAKTON HILLS ESTATES,2021-09-13,September,2849550,5,8.0,9154,81874,311,No,0.0,2007,14,108,38.904326,-77.3044859
2625 Sledding Hill Rd,Oakton,22124,OAKTON RETREAT,2021-10-29,October,1700000,5,6.5,8064,42284,211,Yes,52.0,2001,20,62,38.900074,-77.3074479
3388 Hickory Hills Dr,Oakton,22124,HICKORY HILLS TWO,2021-06-07,June,1077787,5,3.0,2690,35143,401,No,0.0,1977,44,206,38.8866751,-77.36521440000001
3125 Hunt Rd,Oakton,22124,FOX HILLS,2021-06-07,June,920000,4,3.0,2184,48932,421,No,0.0,1971,50,206,38.886983799999996,-77.34110179999999
2649 Five Oaks Rd,Vienna,22181,FIVE OAKS,2021-07-20,July,1025000,5,3.0,3705,43612,277,No,0.0,1946,75,163,38.8888966,-77.283458
2043 Hunter Mill Rd,Vienna,22181,FOX HUNT RUN,2021-07-14,July,1125000,4,3.5,3186,80000,353,No,0.0,1979,42,169,38.9220181,-77.30563029999999
3206 Latigo Ct,Oakton,22124,VALE PARK WEST,2021-06-15,June,1132000,5,3.5,3895,20483,291,Yes,6.0,1980,41,198,38.8890885,-77.3575438
3264 Tilton Valley Dr,Fairfax,22033,DARTMOOR WOODS,2021-09-16,September,1655000,5,4.5,6442,29577,257,Yes,43.0,2001,20,105,38.891285100000005,-77.3651247
11706 Saddle Crescent Cir,Oakton,22124,FAIRWINDS,2021-09-28,September,1245000,4,4.5,5284,81945,236,Yes,51.0,1995,26,93,38.8934016,-77.3554803
11318 Hunt Farm Ln,Oakton,22124,HUNT VALLEY ESTATES,2021-05-26,May,935000,4,2.5,4033,22698,232,No,0.0,1977,44,218,38.899103600000004,-77.34264959999999
10091 Lawyers Rd,Vienna,22181,W AND N COMPANY,2021-05-14,May,1210000,5,3.5,3962,43590,305,No,0.0,1979,42,230,38.9130249,-77.2936022
10215 Old Hunt Rd,Vienna,22181,MINCHEWS ADDITION TO HUN,2021-05-24,May,1040000,5,3.5,2276,80933,457,No,0.0,1974,47,220,38.9136721,-77.2998408
2907 Melanie Ln,Oakton,22124,CINNAMON RIDGE,2021-03-17,March,1106025,5,4.5,4450,28526,249,No,0.0,1977,44,288,38.8898554,-77.320619
2810 Center Ridge Dr,Oakton,22124,VALE VALLEY ESTATES,2021-06-01,June,1010000,4,3.5,3528,26881,286,Yes,25.0,1984,37,212,38.900620700000005,-77.33013170000001
10858 Meadow Pond Ln,Oakton,22124,BERRYLAND FARM,2021-07-16,July,875000,4,2.5,2240,29485,391,Yes,25.0,1986,35,167,38.8977109,-77.324119
10675 Oakton Ridge Ct,Oakton,22124,OAKTON MILL ESTATES,2021-02-25,February,1100000,4,3.0,4332,28772,254,Yes,10.0,1986,35,308,38.890399200000004,-77.31588470000001
2507 Brighton Ct,Vienna,22181,LAKEVALE ESTATES,2021-08-05,August,735000,4,2.5,2160,28337,340,Yes,116.0,1967,54,147,38.897622600000005,-77.2923005
10301 Conejo Ln,Oakton,22124,HIDDEN ESTATES,2021-06-18,June,1675000,5,4.5,5704,87218,294,Yes,42.0,1976,45,195,38.8997076,-77.3002896
10056 Oakley Ct,Vienna,22181,OAKTON GLEN,2021-10-29,October,1255000,6,5.0,4930,14375,255,Yes,24.0,1983,38,62,38.889096,-77.29364699999999
2712 Willow Dr,Vienna,22181,SOLTAS MANOR,2021-05-27,May,994000,4,3.5,3228,17337,308,Yes,29.0,1983,38,217,38.8893883,-77.29593609999999
2609 Lasswade Ln,Oakton,22124,HANNAH HILLS,2021-04-15,April,1295000,4,4.5,6471,36017,200,No,0.0,1994,27,259,38.8992177,-77.3104323
9713 Flint Hill Ct,Vienna,22181,ORCHARD VIEW,2021-07-15,July,1645000,7,6.5,5356,26198,307,No,0.0,2008,13,168,38.8906165,-77.28157270000001
2124 Polo Pointe Dr,Vienna,22181,POLO PLACE,2021-10-25,October,2875000,6,6.5,10005,217800,287,Yes,83.0,2001,20,66,38.9183339,-77.318667
10515 Lawyers Rd,Vienna,22181,GABRIEL VILLENEUVE,2021-07-20,July,1100000,4,3.5,2686,92308,410,No,0.0,1974,47,163,38.922389,-77.309728
2101 Hunters Crest Way,Vienna,22181,HUNTERS CREST,2021-10-12,October,1572000,4,5.0,6966,83219,226,No,0.0,1986,35,79,38.9247679,-77.312923
2938 Miller Heights Rd,Oakton,22124,CINNAMON RIDGE,2021-10-21,October,939000,4,2.5,2184,20388,430,No,0.0,1977,44,70,38.889599600000004,-77.3230421
2722 Berryland Dr,Oakton,22124,BERRYLAND FARM,2021-05-21,May,887700,4,3.5,3680,22225,241,Yes,32.0,1980,41,223,38.8994026,-77.32672159999998
2505 Easie St,Oakton,22124,MARIE PERZEL PROPERTY,2021-11-05,November,975000,4,3.0,3103,22135,314,No,0.0,1956,65,55,38.90699179999999,-77.3126537
3152 Elmendorf Dr,Oakton,22124,OAK MARR COURTS,2021-10-19,October,795000,3,4.0,3372,3150,236,Yes,125.0,1991,30,72,38.876200399999995,-77.31115030000001
10932 Blue Roan Rd,Oakton,22124,TATTERSALL,2021-05-21,May,1150000,4,2.5,4032,80000,285,Yes,3.0,1979,42,223,38.8768574,-77.3244331
3365 V Ln,Oakton,22124,WEST OAKS,2021-03-08,March,1565000,6,5.5,6162,36252,254,Yes,17.0,1999,22,297,38.870385799999994,-77.325869
11603 Vale Rd,Oakton,22124,FOX VALE ESTATES,2021-01-29,January,740000,3,3.5,3083,26635,240,Yes,21.0,1973,48,335,38.8908919,-77.346149
501 Roberts Dr NW,Vienna,22180,TOWN AND COUNTRY GARDENS,2021-03-19,March,1973520,5,5.5,6102,20946,323,No,0.0,2021,0,286,38.8999282,-77.281887
11427 Vale Spring Dr,Oakton,22124,VALE SPRING WOODS,2021-12-13,December,845000,5,3.0,2479,58864,341,No,0.0,1972,49,17,38.8954934,-77.34397320000001
2714 Silkwood Ct,Oakton,22124,SILKWOOD,2021-04-27,April,1449000,4,4.5,5732,44584,253,No,0.0,2002,19,247,38.897217299999994,-77.33242
9908 Corsica St,Vienna,22181,TANGLEWOOD,2021-06-21,June,875000,5,2.5,2267,11662,386,No,0.0,1971,50,192,38.9051593,-77.287812
2232 Carmichael Dr,Vienna,22181,TANGLEWOOD,2021-05-14,May,1160000,5,3.5,3230,22021,359,Yes,13.0,1971,50,230,38.9051429,-77.2854779
10334 Southam Ln,Oakton,22124,HEARTHSTONE VILLAGE OAKT,2021-11-15,November,1226000,5,4.5,6476,5790,189,Yes,236.0,2004,17,45,38.88298270000001,-77.30251120000001
9902 Palace Green Way,Vienna,22181,WILLIAMSBURG COMMONS,2021-03-31,March,1350000,5,5.5,5644,5957,239,Yes,376.0,2006,15,274,38.882857200000004,-77.286241
2800 Albany Ct,Fairfax,22031,HIDEAWAY PARK,2021-11-16,November,725000,4,3.0,3000,15095,242,No,0.0,1970,51,44,38.8785851,-77.25481629999999
9151 Hermosa Dr,Fairfax,22031,BRIARWOOD FARM,2021-07-16,July,675000,3,3.0,1537,31578,439,No,0.0,1957,64,167,38.8738195,-77.26258349999999
11300 Oakton Rd,Oakton,22124,HILL ACRES,2021-10-01,October,850000,4,2.5,2652,60566,321,No,0.0,1974,47,90,38.8723097,-77.3353365
2683 Glencroft Rd,Vienna,22181,OAKTON GLEN,2021-03-30,March,1000000,3,3.5,1814,10454,551,Yes,24.0,1981,40,275,38.8879401,-77.2928167
2714 Glencroft Rd,Vienna,22181,OAKTON GLEN,2021-05-28,May,1105000,4,3.5,3020,10800,366,Yes,24.0,1978,43,216,38.8875448,-77.2905051
9864 Palace Green Way,Vienna,22181,WILLIAMSBURG COMMONS,2021-03-12,March,1120000,4,4.5,5679,5190,197,Yes,363.0,2002,19,293,38.88289210000001,-77.28327850000001
9210 Sycamore Crest Dr,Fairfax,22031,BRIARWOOD TRACE,2021-04-15,April,883000,4,3.5,3606,4850,245,Yes,117.0,2004,17,259,38.8769652,-77.264514
10215 Hunter Valley Rd,Vienna,22181,HUNTER VALLEY EAST,2021-05-20,May,1250000,3,2.5,1960,238347,638,No,0.0,1968,53,224,38.9110641,-77.2987637
10501 William Terry Dr,Vienna,22181,HUNTERS VALLEY NORTH,2021-03-01,March,1422200,5,3.5,4201,100188,339,No,0.0,1978,43,304,38.9156605,-77.3080538
504 Roberts Dr NW,Vienna,22180,TOWN AND COUNTRY GARDENS,2021-04-30,April,758500,3,2.0,2266,13192,335,No,0.0,1960,61,244,38.9000976,-77.2826949
11340 Waples Mill Rd,Oakton,22124,WARREN REXRODE,2021-01-22,January,801500,5,3.5,3285,34108,244,No,0.0,1975,46,342,38.876063099999996,-77.3391501
2693 Mattox Creek Dr,Oakton,22124,CLARKES LANDING,2021-10-29,October,969900,5,3.5,1944,20923,499,No,0.0,1976,45,62,38.9075206,-77.3362787
2703 Valestra Cir,Oakton,22124,BERRYLAND FARM,2021-10-29,October,1050000,4,4.0,2732,36931,384,Yes,32.0,1984,37,62,38.9027654,-77.31931759999999
523 Walker St SW,Vienna,22180,VIENNA WOODS,2021-05-11,May,726000,5,3.0,1766,13393,411,No,0.0,1959,62,233,38.8812222,-77.2539632
9022 Dellwood Dr,Vienna,22180,TOWN AND COUNTRY ESTATES,2021-05-06,May,809000,5,3.0,2611,15007,310,No,0.0,1959,62,238,38.8802029,-77.2578245
540 Orchard St NW,Vienna,22180,WINDOVER HEIGHTS,2021-12-30,December,2768000,6,6.0,6650,45520,416,No,0.0,2018,3,1,38.899952299999995,-77.2791936
2896 Melanie Ln,Oakton,22124,OAKTON MILL ESTATES,2021-08-17,August,1050000,5,3.5,4101,44019,256,Yes,10.0,1987,34,135,38.8912593,-77.3225308
3101 Wheatland Farms Ct,Oakton,22124,WHEATLAND FARMS,2021-08-10,August,1950000,6,4.5,6004,64504,325,Yes,46.0,1997,24,142,38.882023700000005,-77.32245879999999
3102 Wheatland Farms Ct,Oakton,22124,WHEATLAND FARMS,2021-08-17,August,1700000,5,4.5,5263,36466,323,Yes,46.0,1997,24,135,38.8818912,-77.32344599999999
2891 Swanee Ln,Fairfax,22031,BRIARWOOD TRACE,2021-09-22,September,910000,5,4.5,4150,4614,219,Yes,117.0,2004,17,99,38.876993,-77.26258349999999
9746 Vale Rd NW,Vienna,22181,TOWN AND COUNTRY GARDENS,2021-10-12,October,899746,4,3.0,2778,29945,324,No,0.0,1966,55,79,38.8993439,-77.28314379999999
11183 Tattersall Trl,Oakton,22124,MILL RUN CROSSING,2021-04-16,April,963000,4,2.5,2263,25050,426,No,0.0,1982,39,258,38.874019200000006,-77.3344391
3540 Pitrelli Dr,Oakton,22124,OAKTON RIDGE DEVELOPMENT,2021-10-25,October,1879920,5,5.5,5014,52034,375,Yes,89.0,2021,0,66,38.86701967,-77.33018566
2702 Silkwood Ct,Oakton,22124,FIRST ADDITION TO SILKWO,2021-03-03,March,1300000,5,4.5,4238,45864,307,No,0.0,2002,19,302,38.8997302,-77.33337590000001
2533 Oak Valley Dr,Vienna,22181,ASHLAWN,2021-11-30,November,840000,4,3.5,2280,25901,368,No,0.0,1971,50,30,38.902503,-77.2946794
2421 Carey Ln,Vienna,22181,FLINT HILL,2021-05-26,May,1795000,6,5.0,6728,25216,267,No,0.0,2021,0,218,38.8985507,-77.28323359999999
10408 Samaga Dr,Oakton,22124,PITRELLIS ADDN TO,2021-01-26,January,900000,3,3.0,1664,109756,541,No,0.0,1963,58,338,38.894129,-77.306344
3000 Westhurst Ct,Oakton,22124,WINDSONG,2021-04-22,April,1450000,4,5.5,7900,67098,184,No,0.0,1989,32,252,38.884887,-77.315436
2451 Flint Hill Rd,Vienna,22181,ORCHARD VIEW,2021-01-08,January,1375000,7,6.5,6000,25305,229,No,0.0,2016,5,356,38.8964817,-77.2837722
2988 Westhurst Ln,Oakton,22124,WINDSONG,2021-02-17,February,1452000,5,6.0,7868,39554,185,No,0.0,1991,30,316,38.8852026,-77.3131922
3115 Windsong Dr,Oakton,22124,WINDSONG WEST,2021-06-30,June,1860000,5,6.5,7800,118945,238,No,0.0,1994,27,183,38.8808503,-77.32037220000001
Pine Tree Dr,Fairfax,22033,FAIRFAX FARMS,2021-04-05,April,1595000,5,4.5,5900,87120,270,No,0.0,2021,0,269,38.873044,-77.348916
2703 East Ridge Ct,Oakton,22124,VALE VALLEY ESTATES,2021-02-18,February,1050000,4,3.5,4219,25016,249,Yes,25.0,1982,39,315,38.9006307,-77.3276639
3409 Lyrac St,Oakton,22124,FOXVALE,2021-07-19,July,935000,4,2.5,3850,22365,243,No,0.0,1978,43,164,38.8837209,-77.35731949999999
2214 Aryness Dr,Vienna,22181,WICKENS,2021-04-26,April,1550000,5,4.5,7980,76562,194,Yes,36.0,1996,25,248,38.9174009,-77.3072684
9556 Pine Bough Pl,Vienna,22181,PINE GLEN,2021-05-31,May,850050,3,3.5,2028,7013,419,Yes,37.0,1982,39,213,38.8892355,-77.2752433
2030 Hunter Mill Rd,Vienna,22181,KRITSKY,2021-01-29,January,949900,4,4.5,3950,93837,240,No,0.0,1968,53,335,38.922729,-77.3066177
432 Blair Rd NW,Vienna,22180,BERKELEY MANOR,2021-04-02,April,925000,5,3.0,2742,12605,337,No,0.0,1967,54,272,38.903421200000004,-77.2822461
2221 Loch Lomond Dr,Vienna,22181,LAWYERS NORTH,2021-03-23,March,1075000,5,3.5,2297,15366,468,Yes,13.0,1969,52,282,38.906188,-77.2847598
11423 Meadow Lake Ct,Oakton,22124,TIMBER LAKE PROPERTY,2021-06-15,June,1750000,5,5.5,7962,52347,220,No,0.0,2002,19,198,38.9079187,-77.3415505
9818 Fox Rest Ln,Vienna,22181,OAKDEN,2021-05-19,May,1100000,4,3.5,3320,5258,331,Yes,86.0,1993,28,225,38.8852073,-77.2860615
2739 Oakton Park Ct,Vienna,22181,OAKTON PARK,2021-03-08,March,1173000,6,4.5,4216,6773,278,Yes,125.0,2003,18,297,38.884019,-77.28184209999999
1114 Pekay St SW,Vienna,22180,VIENNA WOODS,2021-03-05,March,1625000,6,6.5,5489,10390,296,No,0.0,2020,1,300,38.881116799999994,-77.2577347
3680 Waples Crest Ct,Oakton,22124,PENDERWOOD,2021-10-07,October,1335000,5,4.5,6025,31919,222,No,0.0,2000,21,84,38.8748452,-77.3536859
